,Track Name,Artist Name,Album Name,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Insturmentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
321,Coyote Pack Howling,Wildtones,Wild Animal Calls and Nature Sounds,21,0.375,0.257,11,-23.248,0,0.643,0.992,0.983,0.916,0.838,172.629,54875,4
322,ode to rahsaan,berlioz,ode to rahsaan,56,0.636,0.626,11,-11.472,1,0.0527,0.268,0.595,0.112,0.524,119.005,210447,4
323,Tik Tok Eo Barulho do Relogio,MC Novin,Tik Tok Eo Barulho do Relogio,0,0.93,0.46,11,-1.394,1,0.206,0.485,0.00207,0.175,0.528,132.984,201410,4
324,Dym bez ognja,Alexander Vertinsky,Velikie ispolniteli Rossii XX veka: Aleksandr Vertinskiy,1,0.365,0.42,2,-13.571,0,0.785,0.956,0.0,0.628,0.154,82.23,154273,3
325,"Repeating Patterns, Numbers And Letters",Mathew Jonson,"Repeating Pattern, Numbers And Letters",16,0.723,0.702,1,-10.873,1,0.0504,0.19,0.887,0.138,0.671,128.013,528039,4
326,Naina Thug Lain Gey,Rahat Fateh Ali Khan,Mann Ki Lagan,21,0.371,0.814,10,-2.224,1,0.0448,0.487,4.29e-05,0.404,0.393,134.119,347000,4
327,Tô Colocando - Ao Vivo,Leo Santana,GG Astral (Ao Vivo),30,0.829,0.885,7,-2.469,1,0.093,0.803,9.87e-06,0.472,0.568,115.071,177412,4
328,Abusey Junction,Kokoroko,KOKOROKO,58,0.71,0.346,8,-11.872,0,0.0582,0.839,0.935,0.111,0.364,83.912,424080,4
329,Ahí Estás Tú,Generación 12,Ahí Estás Tú,41,0.345,0.486,2,-7.697,1,0.0297,0.416,0.00905,0.0921,0.11,169.796,356204,4
330,Old Brown Shoe - 2023 Mix,The Beatles,The Beatles 1967 – 1970 (2023 Edition),37,0.519,0.7,1,-9.697,1,0.0448,0.000864,8.19e-05,0.105,0.496,142.869,198613,4
331,Heads Will Hang,Fit For An Autopsy,The Great Collapse,32,0.469,0.969,2,-3.192,0,0.0511,8.86e-05,7.7e-06,0.0394,0.135,89.984,253168,4
332,TRUE,YOARI,YOARI X MY DEMON,64,0.546,0.436,1,-10.047,0,0.0591,0.53,0.1,0.151,0.119,167.954,192240,4
333,La Noche Es Corta,Esteman,Caótica Belleza,18,0.696,0.51,4,-8.432,0,0.0301,0.603,0.0,0.106,0.514,119.981,256413,4
334,Oru Kural,Ratty Adhiththan,Oru Kural,19,0.788,0.576,9,-9.423,1,0.274,0.0124,0.0,0.106,0.408,90.073,234667,4
335,Watching Over You,Scripture Lullabies,"Hidden In My Heart (A Lullaby Journey Through Scripture), Vol. 4",44,0.215,0.159,4,-13.839,1,0.0327,0.914,1.55e-06,0.124,0.0745,134.829,321547,4
336,Here for You (feat. Ella Henderson),Kygo,Here for You (feat. Ella Henderson),58,0.68,0.772,10,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105.005,244510,4
337,Surfrider Association,ELLEGARDEN,BRING YOUR BOARD!!,36,0.324,0.955,7,-2.143,1,0.0936,0.0282,0.0,0.282,0.322,179.929,163133,4
338,Yaar Badal Na Jaana - Lo - Fi,Udit Narayan,Yaar Badal Na Jaana - Lo - Fi,20,0.456,0.655,7,-5.765,0,0.318,0.106,0.0,0.127,0.194,86.593,248021,4
339,Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",65,0.726,0.177,1,-14.824,0,0.0353,0.896,2.14e-06,0.116,0.618,92.934,214547,4
340,Roses on Your Grave,Eclipse,Wired,41,0.495,0.965,1,-6.744,0,0.0781,0.00039,3.35e-06,0.305,0.466,151.968,202453,4
341,Selfish,PnB Rock,GTTM: Goin Thru the Motions,68,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,245604,4
342,"O, dyves / O, den / Oh, Day",Strongilla Irtlach,Anthology of Russian Gipsy Romance: Strongilla Irtlach,0,0.54,0.38,3,-11.453,0,0.0509,0.874,0.0,0.108,0.705,130.108,94640,1
343,Kiev - Original mix,Marco Dassi,Kleop EP,9,0.689,0.994,7,-4.8,0,0.0872,0.0113,0.183,0.378,0.453,120.005,478000,4
344,Haydi Söyle,İbrahim Tatlıses,Haydi Söyle,52,0.606,0.462,4,-11.398,0,0.0389,0.0298,0.0,0.224,0.523,89.059,258867,4
345,C.S.,Napalm Death,Scum,21,0.249,0.901,8,-9.745,1,0.0881,1.7e-05,0.236,0.0581,0.329,148.633,74467,4
346,Never Let Go Of You - Instrumental Chilled Mix,Abakus,Never Let Go Of You (Instrumental Chilled Mix),25,0.626,0.427,5,-12.694,1,0.0375,0.358,0.877,0.113,0.249,120.022,212000,4
347,Tanguera,Fabio Hager Sexteto,Encanto Rojo,20,0.461,0.405,5,-6.042,0,0.0381,0.515,0.689,0.219,0.684,124.411,152903,4
348,"Prelude & Fugue in E Minor, BWV 855: II. Fugue",Johann Sebastian Bach,"J.S. Bach: The Well-Tempered Clavier, Book 1, BWV 846-869",8,0.355,0.372,11,-16.223,0,0.0353,0.992,0.924,0.0973,0.889,89.031,89547,4
349,Blue on Black,Kenny Wayne Shepherd,Trouble Is...,59,0.412,0.676,7,-7.341,1,0.0266,0.00596,0.112,0.209,0.557,155.431,333733,4
350,Nos Siguen Pegando Abajo,Charly García,Clics Modernos,64,0.655,0.894,2,-7.696,1,0.0994,0.0271,0.0684,0.0414,0.785,152.354,206720,4
351,Left the Earth,Kash Promise Move,Left the Earth,21,0.52,0.614,11,-7.974,0,0.346,0.542,0.0,0.098,0.426,129.026,248268,5
352,Stoppage Time - Danton Eeprom Conversion version,Guy Gerber,Stoppage Time,0,0.816,0.838,9,-5.603,0,0.0548,6.14e-05,0.873,0.0646,0.31,120.012,499810,4
353,Amor Perfeito - Ao Vivo,Babado Novo,Uau! Babado Novo Em Salvador,41,0.464,0.923,2,-6.831,1,0.139,0.371,0.0,0.76,0.576,122.605,288960,4
354,Once In a Blue Moon,Earl Thomas Conley,16 Biggest Hits,38,0.506,0.209,0,-14.579,1,0.0302,0.575,0.0,0.135,0.268,73.229,216853,4
355,Heartbroken (feat. Jessie Murph & Polo G),Diplo,Heartbroken (feat. Jessie Murph & Polo G),66,0.67,0.589,2,-5.693,1,0.0873,0.379,0.0,0.0942,0.628,146.978,204325,4
356,Act One: The Queen of Fiji,Crywolf,Cataclasm,23,0.277,0.306,2,-12.759,0,0.0353,0.173,0.000886,0.157,0.0392,123.476,144000,4
357,Abba Zabba,Fenix TX,Lechuza,12,0.201,0.983,2,-3.766,1,0.141,0.000374,0.0,0.298,0.257,190.212,241667,4
358,笑著回家,Namewee,笑著回家,31,0.691,0.715,1,-5.092,1,0.106,0.676,0.0,0.0852,0.503,148.215,238324,4
359,My Own Prison,Creed,My Own Prison,66,0.505,0.778,10,-4.778,1,0.0398,0.0277,0.00275,0.115,0.284,140.493,298800,4
360,Wag Ka Nang Umiyak,KZ Tandingan,KZ Tandingan,39,0.559,0.169,1,-9.294,1,0.0295,0.863,1.47e-06,0.103,0.291,129.933,280532,4
361,Look At Me!,XXXTENTACION,Look At Me!,80,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
362,IDWK - Ido B & Zooki Remix,DVBBS,IDWK (The Remixes),13,0.61,0.97,2,-3.103,1,0.161,0.0047,7.81e-05,0.353,0.555,150.047,182100,4
363,To Love You All Over Again,Madeleine Peyroux,Bare Bones,47,0.649,0.334,11,-11.843,1,0.0451,0.856,1.58e-05,0.216,0.412,88.79,237800,4
364,October Birds,Flower Face,The Shark in Your Water,35,0.6,0.211,2,-15.272,1,0.0593,0.953,0.0,0.107,0.201,77.026,181569,3
365,Can We Still Be Friends? - 2015 Remaster,Todd Rundgren,Hermit of Mink Hollow,43,0.57,0.276,5,-13.47,0,0.0394,0.748,1.79e-05,0.0836,0.321,174.288,217693,3
366,Eye in the Sky (Instrumental),Joseph Sullinger,Eye in the Sky (Instrumental),33,0.738,0.243,2,-12.522,1,0.0542,0.981,0.896,0.113,0.274,106.407,220134,4
367,Crying In the Rain - (Single Version) [Remastered 2006],The Everly Brothers,Play Soft Rock,1,0.633,0.442,2,-7.941,1,0.0258,0.598,4.21e-05,0.116,0.512,96.711,121453,4
368,Saints,Echos,Even Though You're Gone,57,0.512,0.476,2,-9.91,0,0.0312,0.0259,4.87e-05,0.11,0.179,120.038,240775,4
369,Galactic Uplifting,Electric Slide Dance Party DJ's,Cool Dance Remix,0,0.854,0.46,6,-16.443,1,0.0604,0.00877,0.959,0.115,0.784,119.971,120059,4
370,Rich Man,Vampire Weekend,Father of the Bride,42,0.499,0.397,9,-9.957,1,0.0675,0.795,0.00138,0.129,0.187,176.12,149987,4
371,STAN (feat. Ernia),Rose Villain,RADIO SAKURA,52,0.643,0.697,2,-5.722,1,0.192,0.278,0.0,0.433,0.531,176.049,149320,4
372,Head Up High,FITZ,Head Up High,42,0.609,0.877,5,-1.331,1,0.0345,0.0211,0.00014,0.489,0.419,130.076,132836,4
373,Ripped Apart - Live,DevilDriver,The Fury of Our Maker's Hand (Special Edition),13,0.34,0.996,8,-4.207,1,0.22,0.000255,0.00503,0.381,0.0747,95.739,268613,4
374,Not One Truth,Hatebreed,Satisfaction Is The Death Of Desire,28,0.315,0.909,0,-6.99,1,0.1,0.000431,0.000215,0.231,0.577,164.856,122000,4
375,Romeo and Juliet Syndrome,Yoga Lin,Fiction,10,0.426,0.813,10,-5.809,1,0.0326,0.00234,7.43e-05,0.0983,0.424,186.009,276453,4
376,Oh Girl,The Chi-Lites,20 Greatest Hits,52,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,216280,4
377,Erkekler Ağlamaz,Nilüfer,12 Düet,46,0.38,0.693,9,-4.985,0,0.0509,0.234,0.0,0.118,0.15,174.062,355318,4
378,Dr. Gore,Mortician,Domain of Death,21,0.262,0.712,10,-13.353,0,0.0906,0.00558,0.775,0.37,0.319,125.433,135213,4
379,Zwevend naar 't geluk,Jannes,Het beste van,23,0.632,0.713,0,-5.752,0,0.0305,0.382,0.0012,0.105,0.372,75.01,218880,4
380,Zurück zum Beton - Live 2022,Broilers,Puro Amor Live Tapes,30,0.527,0.996,0,-2.181,1,0.0712,0.00245,1.67e-05,0.847,0.114,101.501,171914,4
381,U nas v obschezhitii svadba,Vladimir Nechaev,"Russian Legends - Vladimir Nechaev, Volume 1",0,0.499,0.277,10,-11.673,0,0.0359,0.988,0.000297,0.13,0.569,114.113,187800,4
382,Abre vodenicare,Petranka Kostadinova,Macedonian Folk Songs,7,0.655,0.726,2,-7.492,1,0.0369,0.451,1.13e-05,0.149,0.876,137.679,210747,3
383,Higher And Higher,Galactic,Into The Deep (Deluxe Edition),21,0.729,0.847,11,-5.321,0,0.0559,0.00728,0.000154,0.212,0.722,124.919,251640,4
384,Perfections,Koralle,Perfections,49,0.616,0.295,10,-10.529,0,0.0911,0.0461,0.857,0.0639,0.722,179.911,176000,4
385,"Motor City Madhouse - Hammersmith Odeon, London",Ted Nugent,Ted Nugent,16,0.252,0.986,2,-7.206,1,0.121,0.0234,0.731,0.97,0.042,110.781,516267,4
386,Bailarina,Abraham Mateo,Bailarina,56,0.71,0.586,4,-6.555,0,0.053,0.0135,0.00157,0.457,0.299,128.028,185547,4
387,GT (Gran Turismo),Crazy Ken Band,グランツーリズモ,12,0.616,0.952,11,-4.195,1,0.265,0.0265,0.0,0.0876,0.651,162.847,292600,4
388,Centrifugal Near-Equilibrium,Tapage,Recursive Behaviors,0,0.204,0.0995,6,-18.112,0,0.0465,0.837,0.847,0.107,0.0298,103.283,476250,3
389,Perry Mason,Ozzy Osbourne,Ozzmosis (Expanded Edition),53,0.349,0.895,9,-5.98,1,0.0814,4.7e-05,0.00111,0.0387,0.478,135.157,353800,3
390,"8 Geistliche Gesänge, Op. 138: No. 4, Unser lieben Frauen Traum",Dresdner Kreuzchor,100 Christmas Meditation,0,0.248,0.0842,3,-23.736,0,0.0453,0.992,0.00336,0.122,0.0578,124.917,139413,3
391,Take Me Away - 2022 Mix,OnDaMiKe,We Are The Breaks VOL #10,0,0.659,0.928,1,-2.96,1,0.0458,0.000968,0.00153,0.0818,0.32,132.01,281818,4
392,Lake Haze,Drexciya,Harnessed the Storm,9,0.754,0.622,10,-11.883,0,0.0732,0.000195,0.875,0.0939,0.337,134.85,317533,4
393,Adeus Nunca Mais,Edson Lima e Gatinha Manhosa,Edson Lima & Gatinha Manhosa - As 20 +,38,0.626,0.675,4,-7.629,1,0.0379,0.506,0.0,0.217,0.539,100.031,246413,4
394,Evening Light - Piano Lullaby Version,Melody Lake,Evening Light,40,0.568,0.00733,5,-29.311,1,0.0977,0.996,0.952,0.0968,0.686,103.703,60381,4
395,Inestable,Justin Quiles,Inestable,40,0.704,0.67,0,-5.258,0,0.084,0.136,0.0,0.195,0.721,171.954,218372,4
396,Nothing Stays the Same - F.E.X. Remix,Mike Dunn,"My Love Is Systematic, Vol. 6 (Compiled by Martin Landsky)",0,0.807,0.725,1,-10.766,1,0.0472,1.73e-05,0.813,0.0626,0.261,124.001,542482,4
397,IPower! (Rob Mayth vs Floorfilla) - Rob Mayth Remix Edit,Rob Mayth,"Bounce ! Vol. 1 (Best Of Hands Up Techno, Electro, House & #1 Dance Club Hits)",3,0.677,0.925,0,-6.038,1,0.0923,0.00343,0.379,0.15,0.553,141.007,217745,4
398,Cyclone (feat. T-Pain) - Main,Baby Bash,Cyclone (feat. T-Pain) [Main],63,0.644,0.725,11,-4.618,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4
399,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,Heads Will Roll,59,0.744,0.615,1,-3.908,0,0.0836,0.00685,0.346,0.0708,0.776,131.994,383547,4
400,"Bum, Bum Paticumbum Prugurundum - Ao Vivo",Dudu Nobre,Os Mais Lindos Sambas Enredo de Todos os Tempos,27,0.579,0.575,0,-11.886,1,0.0754,0.428,0.00029,0.69,0.532,140.797,250360,4
401,Living in Europe,Thompson Twins,Set (Expanded Edition),6,0.551,0.976,10,-5.427,0,0.0902,0.247,0.00197,0.216,0.474,132.548,209360,4
402,SUBEME LA RADIO,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,207680,4
403,Strong Enough,Cher,Believe,65,0.593,0.923,0,-6.19,1,0.101,0.0495,0.0,0.29,0.587,124.862,224000,4
404,Sweet Rain,Stan Getz,Sweet Rain,35,0.423,0.0547,1,-26.04,1,0.0389,0.976,0.824,0.0926,0.144,120.522,429027,4
405,Closed Eyes,Soothing Oasis,Soothing,54,0.151,0.118,0,-28.621,0,0.0444,0.944,0.822,0.118,0.133,137.4,69665,4
406,Hagakure,Quartus Saul,Identity,7,0.754,0.736,2,-5.414,1,0.192,4.48e-05,0.763,0.264,0.242,140.036,347500,4
407,Rainbow Halo,Red Velvet,‘The ReVe Festival 2022 - Feel My Rhythm’,44,0.644,0.821,5,-3.187,0,0.0761,0.059,0.0,0.0562,0.683,154.979,208560,4
408,AI in Natural Rhythms,Eguana,World and Machine,10,0.335,0.457,4,-11.882,0,0.0311,0.0445,0.962,0.113,0.184,187.968,337028,4
409,Stories In The Dawn (Rain),The Soul of Wind,Whispers in The Rain,18,0.162,0.0107,3,-33.733,1,0.036,0.972,0.774,0.315,0.0637,87.721,242175,4
410,愛的根源 - 電影《君子好逑》主題曲,Alan Tam,愛的根源,38,0.373,0.256,3,-11.794,1,0.0341,0.897,7.27e-06,0.253,0.239,73.492,234107,4
411,Corazón Viajero,Mandingo,De Corazón Viajero,45,0.716,0.62,2,-7.978,1,0.0408,0.267,3.08e-06,0.0403,0.939,147.579,162013,4
412,Once In A Blue Mood - Instrumental / 2002 Digital Remaster,Gary Moore,After Hours,25,0.351,0.253,5,-17.08,0,0.0301,0.0241,0.716,0.075,0.273,172.925,454333,3
413,笑顔,Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,31,0.554,0.757,2,-3.589,1,0.0292,0.185,0.0,0.086,0.57,151.923,297227,4
414,El sitio de mi recreo - Live,Antonio Vega,Básico,29,0.479,0.486,7,-10.229,1,0.0864,0.729,1.74e-06,0.876,0.253,128.388,195933,4
415,Come Back Home,Sofia Carson,Purple Hearts (Original Soundtrack),64,0.552,0.531,7,-7.732,1,0.0421,0.241,1.21e-05,0.122,0.438,144.946,176859,4
416,Swargathil Udayavane,K. G. Markose,Devalayamani Muzhangi,0,0.749,0.783,7,-7.188,1,0.0416,0.0102,3.02e-05,0.123,0.813,114.956,342622,4
417,Fun at the Zoo,BabyTiger,BabyTiger Nursery Rhymes,18,0.647,0.333,0,-13.044,1,0.0531,0.625,0.0,0.284,0.533,169.99,119880,4
418,Alcoholism,Psychonaut 4,Dipsomania,34,0.335,0.841,4,-6.394,0,0.0871,0.00509,0.00794,0.111,0.322,119.977,460573,4
419,"I Got You, Honey",Ocie Elliott,EP,59,0.554,0.232,0,-16.078,1,0.0355,0.965,0.525,0.105,0.0772,149.867,161587,4
420,Q Baiano,Zuco 103,"One Down, One Up",37,0.685,0.642,3,-8.106,0,0.0463,0.526,0.00105,0.26,0.439,114.101,167893,4
421,Nuv Muttukunte,Ranjith Govind,Yamadonga (Original Motion Picture Soundtrack),7,0.749,0.82,1,-8.865,1,0.0938,0.409,3.43e-05,0.101,0.753,90.059,232320,4
422,Not So Bad - Radio Edit,Riko,Not So Bad,7,0.674,0.817,1,-4.404,1,0.205,0.117,0.0164,0.0987,0.478,170.063,241415,4
423,"Suite in C minor, BWV 997: II. Fuge (Arr. for guitar by Jozsef Eotvos)",Johann Sebastian Bach,"Johann Sebastian Bach: Lute Works BWV 995, 996, 997",0,0.492,0.033,9,-30.091,0,0.0506,0.994,0.931,0.0921,0.438,122.061,470693,4
424,Death Rides This Night,Enforcer,Death by Fire,28,0.319,0.995,0,-3.125,0,0.176,5.06e-05,0.00592,0.744,0.14,149.839,216882,4
425,CARNIVAL,¥$,VULTURES 1,81,0.594,0.811,1,-5.746,1,0.159,0.189,0.0,0.339,0.311,148.144,264324,4
426,Jungle Justice,Popcaan,Jungle Justice,25,0.627,0.723,2,-4.539,1,0.325,0.161,0.0,0.491,0.356,124.821,151837,5
427,God's Country,Blake Shelton,God's Country,66,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
428,In My House - Single Version,Mary Jane Girls,"Hitsville USA, The Motown Collection 1972-1992",47,0.808,0.68,1,-9.496,1,0.032,0.0416,0.0339,0.064,0.962,116.724,236733,4
429,Never Meant,American Football,American Football,60,0.434,0.808,0,-6.601,1,0.0359,0.0233,0.0111,0.153,0.422,144.292,268333,4
430,Oleku (feat. Brymo),Ice Prince,Everybody Loves Ice Prince,43,0.619,0.787,1,-3.409,0,0.116,0.359,0.0,0.324,0.806,121.949,287844,4
431,Esta Triste Guitarra,Chamin Correa,Éxitos Vol. 2,35,0.642,0.451,2,-10.639,1,0.0263,0.479,0.781,0.0551,0.483,104.022,268434,4
432,Move Your Body - Tiësto Edit,Öwnboss,Move Your Body (Tiësto Edit),51,0.792,0.702,2,-7.362,0,0.0476,0.0655,1.71e-06,0.101,0.272,125.179,140160,4
433,Memorias De Un Alma,Mateo Selva,Retratos,30,0.408,0.057,9,-15.842,0,0.0705,0.986,0.928,0.107,0.191,84.61,77089,4
434,春光乍洩 - Euro Trash Mix,Anthony Wong,"傳奇 - ""愈夜愈美麗""",2,0.599,0.978,0,-5.781,1,0.0405,0.0164,0.189,0.103,0.269,135.975,224133,4
435,Traicionera,Sebastian Yatra,MANTRA,70,0.775,0.679,11,-4.985,1,0.0465,0.147,0.0,0.155,0.675,91.0,229387,4
436,Numb - Techno Version,Lion Dreher,Numb (Techno Version),47,0.715,0.813,11,-5.2,1,0.0712,0.00363,0.00303,0.337,0.973,74.993,133604,4
437,Now And Then,The Beatles,Now And Then,65,0.447,0.605,9,-4.71,0,0.0291,0.227,5.4e-05,0.315,0.307,87.191,248333,4
438,PSL,Sech,42,55,0.816,0.582,5,-4.64,0,0.0579,0.176,2.74e-05,0.176,0.873,89.977,175903,4
439,Noir Recommends 087 (Victor Ruiz Guestmix),Noir,Noir Recommends 087 (Victor Ruiz Guestmix),2,0.616,0.835,7,-11.04,1,0.0463,0.00341,0.782,0.102,0.164,128.006,3725637,4
440,Take Five,The Dave Brubeck Quartet,Time Out,67,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133,5
441,Jowo,Davido,A Better Time,53,0.552,0.656,10,-4.941,1,0.204,0.706,1.25e-05,0.0744,0.804,67.379,176471,3
442,Not Today - Live From Madison Square Garden,Hillsong UNITED,The People Tour: Live From Madison Square Garden,21,0.275,0.843,9,-6.646,1,0.0695,0.0253,0.0,0.721,0.168,94.93,291613,4
443,イザベラの唄,小畑貴裕,約束のネバーランド Season1 Original Soundtrack,55,0.207,0.299,10,-11.389,0,0.0385,0.955,0.286,0.111,0.156,111.011,149200,3
444,Gang Gang Gang,Jack Harlow,Jackman.,47,0.596,0.584,11,-6.585,0,0.332,0.489,0.0,0.115,0.238,85.65,169515,4
445,心急人上,曲奇,All The Best (新曲+精選),19,0.711,0.983,4,-2.927,1,0.0945,0.0178,1.04e-05,0.0796,0.905,134.992,206693,4
446,Atomic Hypocrisy,Sote,Parallel Persia,0,0.579,0.802,2,-5.862,1,0.128,0.314,0.278,0.0832,0.47,148.035,486324,4
447,Helsinki Scorchin' - Edit,Super8 & Tab,Super8 & Tab Presents: 20 Years Of Anjunabeats,15,0.583,0.616,7,-11.184,1,0.0417,6.06e-05,0.571,0.101,0.228,134.008,218507,4
448,Breathless,The Corrs,In Blue,68,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,207507,4
449,Dream Launch,WayV,The Vision - The 1st Digital EP,37,0.715,0.776,6,-5.888,0,0.0379,0.0241,0.0,0.133,0.514,93.032,226547,4
450,El último café juntos,Simone Iannarelli,El árbol de la vida: Music from Mexico,22,0.268,0.0387,4,-24.746,1,0.0361,0.868,0.954,0.11,0.085,129.267,277773,4
451,Heureusement...,THEODORT,Imad,55,0.678,0.567,0,-9.759,1,0.139,0.344,0.000166,0.102,0.494,141.96,151307,4
452,Ribbons Undone,Tori Amos,The Beekeeper,16,0.532,0.202,2,-16.134,1,0.0319,0.914,0.000138,0.109,0.162,121.925,270373,3
453,"For the Love of a Princess / Hymn to the Sea / Wallace Courts Murron (Music from the Original Motion Pictures ""Braveheart"" and ""Titanic"")",Jacob's Piano,"For the Love of a Princess / Hymn to the Sea / Wallace Courts Murron (Music from the Original Motion Pictures ""Braveheart"" and ""Titanic"")",42,0.307,0.0253,9,-23.873,0,0.0449,0.991,0.932,0.106,0.0803,65.502,387429,4
454,"Tu Si Quieres, Tu No Quieres",Omega,El Dueño Del Flow (Bonus Track Version),56,0.806,0.9,6,-5.264,0,0.0789,0.217,0.0,0.223,0.807,112.02,268747,4
455,"Myrthen, Op. 25: No. 9. Lied der Suleika",Robert Schumann,Lieder,1,0.371,0.0175,9,-27.407,1,0.0631,0.992,0.00014,0.082,0.101,125.316,151107,5
456,Ecouri,E-Mantra,Silence,23,0.578,0.411,1,-12.308,1,0.0394,0.00914,0.888,0.634,0.035,159.994,376893,4
457,Out Of Control,Hoobastank,The Reason (20th Anniversary),60,0.443,0.973,4,-4.386,0,0.133,0.00158,0.0,0.353,0.458,157.882,162107,4
458,"Shake, Rattle And Roll",Bill Haley & His Comets,Rock Around The Clock,53,0.662,0.794,5,-6.942,1,0.152,0.206,0.0,0.149,0.841,168.106,149467,3
459,Tattered Banners And Bloody Flags,Amon Amarth,Twilight Of The Thunder God,46,0.463,0.951,2,-5.201,1,0.0625,2.04e-05,0.329,0.13,0.306,102.52,270067,4
460,The Everlasting Gaze,The Smashing Pumpkins,Machina / The Machines Of God,54,0.264,0.936,5,-5.067,0,0.0946,0.000101,0.594,0.199,0.351,146.837,240733,4
461,"I, Nietzsche - acoustic",Fenne Lily,BREECH (acoustic),43,0.569,0.267,8,-13.872,1,0.0453,0.616,0.000657,0.216,0.83,171.056,154731,4
462,Acid Trip,Raptor Rafa344,Trap Legacy,11,0.74,0.568,5,-15.126,0,0.0607,0.111,0.852,0.0925,0.364,121.584,150008,4
463,"Wer nur den lieben Gott lässt walten, BWV 642",Johann Sebastian Bach,Johann Sebastian Bach: Orgelbüchlein,0,0.244,0.174,9,-15.603,0,0.0361,0.737,0.877,0.341,0.199,97.761,82840,4
464,Imposed Corporeal Inhabitation,Defeated Sanity,The Sanguinary Impetus,22,0.149,0.902,9,-8.698,1,0.092,0.00115,0.835,0.207,0.39,172.842,144907,4
465,(I Just) Died In Your Arms,Cutting Crew,Broadcast,77,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400,4
466,When The Dust Clears (feat. LOA.) - MD MixX,Mike Dunn,When The Dust Clears (feat. LOA.),14,0.818,0.733,0,-6.585,1,0.116,0.000559,4.77e-06,0.331,0.742,124.054,222601,4
467,The Third Track,Moodymann,Silentintroduction,21,0.599,0.803,10,-9.38,1,0.0449,0.000101,0.795,0.698,0.15,119.338,312067,4
468,"dawn, blue hour, golden hour (-18° to +6°)",mHz,Earth's Shadow,1,0.305,0.213,4,-20.743,0,0.0548,0.542,0.861,0.152,0.0391,140.206,882301,3
469,This Is Not Scrotum,The Aristocrats,Duck,24,0.319,0.73,9,-8.219,1,0.036,0.000868,0.909,0.126,0.15,107.175,306840,4
470,Aside,Bayside,Aside,42,0.354,0.896,6,-5.744,1,0.069,4.57e-05,0.0502,0.262,0.519,182.933,194318,4
471,Wake Up Time for Freedom,The Cult,Sonic Temple,26,0.537,0.848,4,-9.787,0,0.0343,0.0227,0.0,0.348,0.529,92.213,317840,4
472,"Hänsel und Gretel: Abendsegen ""Evening Prayer""",Engelbert Humperdinck,A Carnegie Hall Christmas,9,0.184,0.0576,2,-24.072,1,0.0448,0.987,0.00484,0.072,0.038,75.449,219840,4
473,Disastro,greyclouddd,Disastro,15,0.702,0.592,2,-10.097,1,0.0363,0.353,1.82e-05,0.3,0.517,89.949,152167,4
474,Somethin' Else,Young Dolph,Dum and Dummer 2,43,0.958,0.669,0,-6.628,1,0.189,0.107,1.02e-06,0.0967,0.8,123.04,219707,4
475,Eternal Prism - Original Mix,Transcend,Eternal Prism,0,0.505,0.943,6,-7.477,0,0.108,0.000288,0.736,0.174,0.357,170.006,398118,4
476,"Delibes: Lakmé, Act 1: ""Miss Rose, Miss Ellen, respectez les clôtures !"" (Mrs Bentson, Ellen, Rose, Gérald, Frédéric)",Léo Delibes,Delibes: Lakmé,10,0.368,0.106,0,-22.442,0,0.0691,0.985,8.79e-06,0.0927,0.11,88.668,150547,3
477,Discount De Kooning (Last One Standing) - Radio Edit,The Vaccines,Discount De Kooning (Last One Standing) [Radio Edit],42,0.471,0.82,0,-4.527,1,0.0365,0.00121,0.0,0.426,0.671,151.942,226399,4
478,Broken Bammalance Horn,Omar S,Thank You for Letting Me Be Myself,6,0.783,0.434,4,-17.803,0,0.0794,0.709,0.88,0.111,0.205,122.993,454995,4
479,Rakkauden Ranta,Roso Records,Rakkauden Ranta,0,0.761,0.428,7,-12.128,0,0.0564,0.289,0.101,0.127,0.549,90.019,163086,4
480,Xochimilca's guapacha,Los Xochimilcas,Antología...Los Xochimilcas,7,0.635,0.68,2,-5.372,1,0.105,0.717,0.0001,0.101,0.921,139.908,181547,4
